Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL
Bague Premium Quality Pure Organic Ragi Atta / Finger Millet Flour 500grams,140,22%,₹180,1,3,https://www.amazon.in/Premium-Quality-Organic-Finger-500grams/dp/B07ZBYYWW8/ref=sr_1_422?dchild=1&qid=1591099869&s=grocery&sr=1-422
"Organic Tattva Sona Masuri Hand Pounded, 5kg",441,16%,₹525,3.4,26,https://www.amazon.in/Organic-Tattva-Sona-Masuri-Pounded/dp/B00M57SW6K/ref=sr_1_423?dchild=1&qid=1591099869&s=grocery&sr=1-423
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg18_1?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_424_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-424-spons%26psc%3D1&qualifier=1591153692&id=987186906959393&widgetName=sp_mtf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg18_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_425_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-425-spons%26psc%3D1&qualifier=1591153692&id=987186906959393&widgetName=sp_mtf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg18_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_426_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-426-spons%26psc%3D1&qualifier=1591153692&id=987186906959393&widgetName=sp_mtf_browse
Mangat Ram Rajma Chitra 1kg,175,10%,₹194,4.4,18,https://www.amazon.in/Mangatram-Rajma-Chitra-Pack-5/dp/B015E1CNQI/ref=sr_1_427?dchild=1&qid=1591099869&s=grocery&sr=1-427
Eastern Jackfruit365 Green Jackfruit Flour - 800G (4 Packs of 200g),260,0%,,4,8,https://www.amazon.in/Eastern-Jackfruit365-Green-Jackfruit-Flour/dp/B081H6TKPR/ref=sr_1_428?dchild=1&qid=1591099869&s=grocery&sr=1-428
Kitchen Champion Classic Basmati Rice 10KG,950,24%,"₹1,250",5,5,https://www.amazon.in/Kitchen-Champion-Classic-Basmati-Rice/dp/B07JQHJR7K/ref=sr_1_429?dchild=1&qid=1591099869&s=grocery&sr=1-429
Vijay Premium Ragi Flour-1Kg (Pack of 2),104,0%,,5,1,https://www.amazon.in/Vijay-Ragi-Flour-Kg-Pack/dp/B07GBY1G9S/ref=sr_1_430?dchild=1&qid=1591099869&s=grocery&sr=1-430
"Sugar Watchers Low GI Rice, Diabetic Friendly White Rice; 1kg",109,0%,,4.2,40,https://www.amazon.in/Sugar-Watchers-Low-GI-Rice/dp/B07RY54D59/ref=sr_1_431?dchild=1&qid=1591099869&s=grocery&sr=1-431
"Our Organik Tree Ragi/Nachni Atta/Finger Millet Flour, 800 g",340,3%,₹350,4.5,5,https://www.amazon.in/Our-Organik-Tree-Organic-Nachni/dp/B07H3YBC6M/ref=sr_1_432?dchild=1&qid=1591099869&s=grocery&sr=1-432
"Food Library The Magic of Nature Japanese Sushi Rice, 400g",250,9%,₹275,4.2,9,https://www.amazon.in/Food-Library-Japanese-Sushi-Rice/dp/B07H5DFD7D/ref=sr_1_433?dchild=1&qid=1591099869&s=grocery&sr=1-433
Ronak Raunak Rajma Jammu (Red Kidney Beans) 1 Kg,124,22%,₹159,,"
    Save ₹10
",https://www.amazon.in/Ronak-Raunak-Rajma-Jammu-Kidney/dp/B0854J2NXM/ref=sr_1_434?dchild=1&qid=1591099869&s=grocery&sr=1-434
Cook Made Natural SOYA Chunks 1Kg,269,9%,₹295,3.4,7,https://www.amazon.in/COOK-MADE-Chunks-Weight-Yellow/dp/B07FSSNLWG/ref=sr_1_435?dchild=1&qid=1591099869&s=grocery&sr=1-435
Zero-G Gluten-free Multi Grain Multi Fibre Flour (1.25 kg Pouch),312,20%,₹390,4.2,27,https://www.amazon.in/Zero-G-SLIMATTA-1-25-Kg-Pouch/dp/B00MVTHLVE/ref=sr_1_436?dchild=1&qid=1591099869&s=grocery&sr=1-436
"Our Organik Tree Chawli/Lobhiya/Cowpeas, 450 g",265,2%,₹270,2,4,https://www.amazon.in/Our-Organik-Tree-ORGANIC-Lobhiya/dp/B01KC9DR6C/ref=sr_1_437?dchild=1&qid=1591099869&s=grocery&sr=1-437
Organic Delight All Natural High Protein Organic Soyabean (1kg),135,13%,₹155,,,https://www.amazon.in/Organic-Delight-Natural-Protein-Soyabean/dp/B0851GTZMD/ref=sr_1_438?dchild=1&qid=1591099869&s=grocery&sr=1-438
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg19_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_433_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-433-spons%26psc%3D1&qualifier=1591153693&id=2088863675003138&widgetName=sp_atf_browse
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg19_2?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_434_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-434-spons%26psc%3D1&qualifier=1591153693&id=2088863675003138&widgetName=sp_atf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg19_3?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_435_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-435-spons%26psc%3D1&qualifier=1591153693&id=2088863675003138&widgetName=sp_atf_browse
"Magic Makka Atta ,Corn Meal, Maize Flour,Gluten Free,Organic Yellow Corn,Ready to Cook makkai Powder Yellow Color (Pack of 500g)",,0%,,3.7,4,https://www.amazon.in/Magic-Makka-Yellow-Flour-Preservative/dp/B07KTXQD8R/ref=sr_1_436?dchild=1&qid=1591099869&s=grocery&sr=1-436
Harina Maida 1Kg,,0%,,5,1,https://www.amazon.in/HARINA-Harina-Maida-1Kg/dp/B08298DTSH/ref=sr_1_437?dchild=1&qid=1591099869&s=grocery&sr=1-437
"Pure & Sure Organic Proso Millet, 500g",90,0%,,4,4,https://www.amazon.in/Pure-Sure-Organic-Proso-Millet/dp/B071JYDF36/ref=sr_1_438?dchild=1&qid=1591099869&s=grocery&sr=1-438
"Pure and Sure Organic Basmati Rice, 1kg",210,0%,,3.6,20,https://www.amazon.in/Pure-Sure-Organic-Basmati-Rice/dp/B00M70ZNK8/ref=sr_1_439?dchild=1&qid=1591099869&s=grocery&sr=1-439
"Naturevibe Botanicals Sattu, 1 kg",260,26%,₹349,3.4,47,https://www.amazon.in/Naturevibe-Botanicals-Sattu-1Kg-Powder/dp/B07RWBWPBV/ref=sr_1_440?dchild=1&qid=1591099869&s=grocery&sr=1-440
"Rajdhani Lobhiya Safed, 500g",,0%,,5,1,https://www.amazon.in/Rajdhani-Lobhiya-Safed-500g/dp/B07H35XKVW/ref=sr_1_441?dchild=1&qid=1591099869&s=grocery&sr=1-441
'Home Made' Rice Flour / Chawal ka Atta 500 gm. Premium Quality. No Additives or Preservatives,89,40%,₹149,4.5,2,https://www.amazon.in/Home-Made-Quality-Additives-Preservatives/dp/B088C4CZBW/ref=sr_1_442?dchild=1&qid=1591099869&s=grocery&sr=1-442
"SriSatymev ® Channa Sattu, 1 kg",240,43%,₹420,2.7,27,https://www.amazon.in/Sri-Satymev-Channa-Sattu/dp/B01ITUXJHS/ref=sr_1_443?dchild=1&qid=1591099869&s=grocery&sr=1-443
"Lo! Foods - Atta, Low Carb Keto Friendly, 975 g",449,0%,,4.1,31,https://www.amazon.in/Lo-Foods-Atta-Carb-Friendly/dp/B07S6X7LDB/ref=sr_1_444?dchild=1&qid=1591099869&s=grocery&sr=1-444
"Dietofy Barley Dalia 1kg, A Healthy Diet Solution",299,8%,₹325,4,49,https://www.amazon.in/Dietofy-Barley-Dalia-Healthy-Solution/dp/B07N1DT9FY/ref=sr_1_445?dchild=1&qid=1591099869&s=grocery&sr=1-445
"Pik Corn Starch, 400g",250,0%,,,,https://www.amazon.in/Pik-Corn-Starch-400g/dp/B082942JFC/ref=sr_1_446?dchild=1&qid=1591099869&s=grocery&sr=1-446
"B&B Organics Ragi Flour, 5 kg",744,20%,₹930,4.6,3,https://www.amazon.in/Organics-Ragi-Flour/dp/B01MXKK66X/ref=sr_1_447?dchild=1&qid=1591099869&s=grocery&sr=1-447
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg19_1?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_448_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-448-spons%26psc%3D1&qualifier=1591153693&id=2088863675003138&widgetName=sp_mtf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg19_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_449_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-449-spons%26psc%3D1&qualifier=1591153693&id=2088863675003138&widgetName=sp_mtf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg19_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_450_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-450-spons%26psc%3D1&qualifier=1591153693&id=2088863675003138&widgetName=sp_mtf_browse
"Nutty Yogi Organic Barley Flour 1 Kg, Jau ka Atta, Nutritious, Organic, Fibre Rich",129,0%,,4,54,https://www.amazon.in/Nutty-Yogi-Barley-Flour-1Kg/dp/B073VJV8QH/ref=sr_1_451?dchild=1&qid=1591099869&s=grocery&sr=1-451
"SHRILALMAHAL Basmati Rice, Mughlai Golden Sella, 10 Kg",999,33%,"₹1,499",3.3,16,https://www.amazon.in/SHRILALMAHAL-Basmati-Mughlai-Golden-Sella/dp/B07K1WXL98/ref=sr_1_452?dchild=1&qid=1591099869&s=grocery&sr=1-452
ELWORLD AGRO & ORGANIC FOOD PRODUCTS White Kidney Beans Rajma Chitra (1 Kg),,0%,,3.3,2,https://www.amazon.in/Elworld-Organic-White-Kidney-Chitra/dp/B071SHMN5P/ref=sr_1_453?dchild=1&qid=1591099869&s=grocery&sr=1-453
ELWORLD AGRO & ORGANIC FOOD PRODUCTS Regular Black Aromatic Rice (500 g),,0%,,4.5,8,https://www.amazon.in/Elworld-Organic-Regular-Black-Aromatic/dp/B07DFZ7M4T/ref=sr_1_454?dchild=1&qid=1591099869&s=grocery&sr=1-454
AGROPHILIA White Quinoa INSTITUTIONAL Pack 5 Kg,999,17%,"₹1,200",4.3,45,https://www.amazon.in/AGROPHILIA-White-Quinoa-INSTITUTIONAL-Pack/dp/B07JZ2R94N/ref=sr_1_455?dchild=1&qid=1591099869&s=grocery&sr=1-455
Sorich Organics Quinoa Seeds - Protein Rich Superfood - Pack of Two,499,50%,₹999,4.8,28,https://www.amazon.in/Sorich-Organics-Quinoa-Seeds-Superfood/dp/B07Z5SYB52/ref=sr_1_456?dchild=1&qid=1591099869&s=grocery&sr=1-456
Indian Delicacies Rajasthani Moth (Mataki) (400g),149,17%,₹179,5,3,https://www.amazon.in/Indian-Delicacies-Rajasthani-Moth-Mataki/dp/B07L7FTDXY/ref=sr_1_457?dchild=1&qid=1591099869&s=grocery&sr=1-457
Natureland Organics Panchrangi Dal / Mix Dal 500 Gm - Organic Healthy Pulses,101,5%,₹107,4,5,https://www.amazon.in/Natureland-Organics-Panchrangi-Dal-Mix/dp/B07W9CY31M/ref=sr_1_458?dchild=1&qid=1591099869&s=grocery&sr=1-458
Cultures To Love San Francisco Sourdough Starter,600,0%,,4.4,8,https://www.amazon.in/Cultures-Love-Francisco-Sourdough-Starter/dp/B07P3M3VDL/ref=sr_1_459?dchild=1&qid=1591099869&s=grocery&sr=1-459
"Udhaiyam Urad Dhall, 1Kg",,0%,,3.7,23,https://www.amazon.in/Udhaiyam-Urad-Dhall-1Kg/dp/B07GCWHZ81/ref=sr_1_460?dchild=1&qid=1591099869&s=grocery&sr=1-460
"Dry Fruit Hub Rajma Red 800gms Kidney Beans, Kashmiri Premium Rajma",290,28%,₹400,3.8,9,https://www.amazon.in/Fruit-800gms-Kidney-Kashmiri-Premium/dp/B07T3S14LX/ref=sr_1_461?dchild=1&qid=1591099869&s=grocery&sr=1-461
True Elements Gluten Free Quinoa 1kg (Quinoa 500g * 2),419,30%,₹600,4.2,179,https://www.amazon.in/True-Elements-Gluten-Quinoa-500gx2/dp/B01MZ1E030/ref=sr_1_462?dchild=1&qid=1591099869&s=grocery&sr=1-462
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg20_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_457_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-457-spons%26psc%3D1&qualifier=1591153694&id=3440500882814522&widgetName=sp_atf_browse
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg20_2?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_458_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-458-spons%26psc%3D1&qualifier=1591153694&id=3440500882814522&widgetName=sp_atf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg20_3?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_459_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-459-spons%26psc%3D1&qualifier=1591153694&id=3440500882814522&widgetName=sp_atf_browse
Devbhoomi Naturals 100 % Pure and Natural Bhatt Dal/Black Bean,219,12%,₹249,,,https://www.amazon.in/Devbhoomi-Naturals-Natural-Bhatt-Black/dp/B083ZTYF3Q/ref=sr_1_460?dchild=1&qid=1591099869&s=grocery&sr=1-460
Goshudh Sharbati Atta Whole Wheat Flour (1Kg),240,20%,₹299,3.4,8,https://www.amazon.in/Goshudh-Sharbati-Whole-Wheat-Flour/dp/B07ZRKLNXX/ref=sr_1_461?dchild=1&qid=1591099869&s=grocery&sr=1-461
Kohinoor Super Value Basmati Rice 1 kg (with Free 20% Extra),148,10%,₹165,4.1,236,https://www.amazon.in/Kohinoor-Super-Value-Basmati-Extra/dp/B01MR82VJA/ref=sr_1_462?dchild=1&qid=1591099869&s=pantry&sr=1-462
"B&B Organics Idly Rice, 6 kg",845,20%,"₹1,056",5,3,https://www.amazon.in/Organics-Idly-Rice/dp/B01N634TOA/ref=sr_1_463?dchild=1&qid=1591099869&s=grocery&sr=1-463
FOODThink Superfine Wheat Bran Roti/Chapati Mix 400g,75,6%,₹80,4.4,27,https://www.amazon.in/FOODThink-Superfine-Wheat-Bran-Chapati/dp/B07259JJ76/ref=sr_1_464?dchild=1&qid=1591099869&s=grocery&sr=1-464
"Natureland Organics Moong Sabut/Whole Daal Pouch, 1 kg",190,5%,₹200,1,1,https://www.amazon.in/Natureland-Organics-Moong-Sabut-Whole/dp/B07WCBMRZS/ref=sr_1_465?dchild=1&qid=1591099869&s=grocery&sr=1-465
"Naturevibe Botanicals SOYA Flour, 1 kg",280,15%,₹329,3.3,12,https://www.amazon.in/Naturevibe-Botanicals-Organic-Source-Protein/dp/B07VBFY9WS/ref=sr_1_466?dchild=1&qid=1591099869&s=grocery&sr=1-466
Organic Purify SABUDANA/SAGOO Dana/Tapioca 400GM,199,20%,₹250,4,17,https://www.amazon.in/Organic-Purify-SABUDANA-SAGOO-Tapioca/dp/B07MVJH3CC/ref=sr_1_467?dchild=1&qid=1591099869&s=grocery&sr=1-467
"Real Basmati, Broken Basmati Rice, 15 kg",950,37%,"₹1,500",3.1,8,https://www.amazon.in/Real-Basmati-Broken-Rice-15/dp/B07N8RBKYG/ref=sr_1_468?dchild=1&qid=1591099869&s=grocery&sr=1-468
MANGAT RAM SAFED Chana Kabuli 1KG,126,10%,₹140,5,3,https://www.amazon.in/MANGAT-RAM-SAFED-Chana-Kabuli/dp/B07YQQMC6Z/ref=sr_1_469?dchild=1&qid=1591099869&s=grocery&sr=1-469
Qzine 100 % USDA Certified Organic Lobiya- 500 Grams,149,1%,₹150,,,https://www.amazon.in/Qzine-Certified-Organic-Lobiya-Grams/dp/B087BHXPWH/ref=sr_1_470?dchild=1&qid=1591099869&s=grocery&sr=1-470
"Tohfa Mangatram Masoor Sabut, Small, 1 Kg",125,10%,₹139,4.6,3,https://www.amazon.in/Mangatram-Masoor-Sabut-Small-1kg/dp/B07MB2786C/ref=sr_1_471?dchild=1&qid=1591099869&s=grocery&sr=1-471
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg20_1?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_472_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-472-spons%26psc%3D1&qualifier=1591153694&id=3440500882814522&widgetName=sp_mtf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg20_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_473_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-473-spons%26psc%3D1&qualifier=1591153694&id=3440500882814522&widgetName=sp_mtf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg20_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_474_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-474-spons%26psc%3D1&qualifier=1591153694&id=3440500882814522&widgetName=sp_mtf_browse
"Agnesi Polenta 1Kg, Product of Italy",375,0%,,4.1,10,https://www.amazon.in/Agnesi-Polenta/dp/B0089JRI72/ref=sr_1_475?dchild=1&qid=1591099869&s=grocery&sr=1-475
Kitchenwale Kabuli Chana/White Chole (500g),75,58%,₹180,3.4,3,https://www.amazon.in/Kitchenwale-Kabuli-Chana-White-Chole/dp/B07SYYJ6LD/ref=sr_1_476?dchild=1&qid=1591099869&s=grocery&sr=1-476
Dr Gluten Gold Flour Atta (1 Kg),139,1%,₹140,4.2,45,https://www.amazon.in/Dr-Gluten-Gold-Flour-Atta/dp/B01N2I8UAZ/ref=sr_1_477?dchild=1&qid=1591099869&s=grocery&sr=1-477
"B&B Organics Finger Millet Ragi, 1 kg",203,20%,₹254,3.6,9,https://www.amazon.in/Organics-Finger-Millet-Ragi-1kg/dp/B07D8YYTXV/ref=sr_1_478?dchild=1&qid=1591099869&s=grocery&sr=1-478
"Tathastu Barley Jau Sattu, 500g",185,10%,₹205,3.6,10,https://www.amazon.in/Tathastu-Barley-Jau-Sattu-500g/dp/B06XWCPKHH/ref=sr_1_479?dchild=1&qid=1591099869&s=grocery&sr=1-479
"24 Organic Mantra Products Barnyard Millet, 500g",100,0%,,3.8,26,https://www.amazon.in/24-Organic-Mantra-Products-Barnyard/dp/B00PAGNUSI/ref=sr_1_480?dchild=1&qid=1591099869&s=grocery&sr=1-480
"Royal Umbrella 100% Pure Thai Jasmine Rice, 5Kg",1490,10%,"₹1,650",5,1,https://www.amazon.in/Royal-Umbrella-100-Pure-Jasmine/dp/B07ZKQCDND/ref=sr_1_481?dchild=1&qid=1591099869&s=grocery&sr=1-481
"Jivabhumi Organic Jowar Flour, 2 kg",299,8%,₹325,3.9,7,https://www.amazon.in/Jivabhumi-Organic-Jowar-Flour/dp/B07HTCQPX7/ref=sr_1_482?dchild=1&qid=1591099869&s=grocery&sr=1-482
"ASHOKA Sattu, 200 Grams (Pack of 2)",239,29%,₹339,5,1,https://www.amazon.in/Ashoka-Sattu-200-Grams-Pack/dp/B077YBPRXN/ref=sr_1_483?dchild=1&qid=1591099869&s=grocery&sr=1-483
Zero-G Gluten-Free Chickpea Flour (Besan) - 500 g Pouch,121,10%,₹135,4.3,10,https://www.amazon.in/Zero-G-Gluten-Free-Chickpea-Flour-Besan/dp/B07TX9FB8S/ref=sr_1_484?dchild=1&qid=1591099869&s=grocery&sr=1-484
Dr Gluten Gluten Free Multigrain Gold Flour Atta (2 KG) (Certified Gluten Free),279,0%,₹280,3.7,22,https://www.amazon.in/Dr-Gluten-Free-Flour-Certified/dp/B07XF4VT4G/ref=sr_1_485?dchild=1&qid=1591099869&s=grocery&sr=1-485
Ciba Evergreen Masoor Black Dal 500gm (Unpolished Pulses),59,24%,₹78,5,3,https://www.amazon.in/Ciba-Masoor-Black-500-GR/dp/B01J3P5DJA/ref=sr_1_486?dchild=1&qid=1591099869&s=grocery&sr=1-486
